id_autor_gs,full_name,country,result_found,first_name,last_name,probability,gender,samples
KMExoUwAAAAJ,Gonzalo Ríos-Vásquez,CL,True,Gonzalo,Ríos-Vásquez,0.99,male,1005
QjfgxPMAAAAJ,Juan Pablo Espinoza-Puelles,CL,True,Juan Pablo,Espinoza-Puelles,1,male,651
TGZGT-MAAAAJ,Yansy Sánchez Fernández,CL,True,Yansy Sánchez,Fernández,0.75,male,53
XdB7h_8AAAAJ,Nicolas Hernandez-Alegria,CL,True,Nicolas,Hernandez-Alegria,1,male,936
YBoFJH8AAAAJ,Manuel Silva Vega,CL,True,Manuel,Vega,0.99,male,1164
Z0d8G-YAAAAJ,Claudia Gabriela Reyes Avendaño,CL,True,Claudia Gabriela Reyes,Avendaño,0.97,female,2367
a4rXT3kAAAAJ,GLORIA ALICIA CACERES JULIO,CL,True,Gloria Alicia Julio,Caceres,0.51,female,1011
d4wASZ4AAAAJ,Andrés Vergara Soto,CL,True,Andrés,Soto,1,male,331
euP3dxwAAAAJ,Juan Pablo Saavedra Guerin,CL,True,Juan Pablo,Saavedra,1,male,3794
fjY0LX8AAAAJ,Pamela Isabel Valenzuela Toro,CL,True,Pamela Isabel,Toro,0.98,female,1354
kzE-c4QAAAAJ,Sebastián A. Reyes,CL,True,Sebastián,Reyes,1,male,409
zAag27UAAAAJ,Margarita Rosa Losada Medina,CL,True,Margarita Rosa,Medina,0.99,female,616
6JPVnMoAAAAJ,Camila Astudillo González,CL,True,Camila,González,0.98,female,1616
G2Wd000AAAAJ,Nicolás Márquez,CL,True,Nicolás,Márquez,1,male,395
g-ZhVhMAAAAJ,Cristian Pérez Tapia,CL,True,Cristian,Tapia,1,male,2566
hwY3Sy4AAAAJ,Sebastián Aliste,CL,True,Sebastián,Aliste,1,male,409
Ccd4OhsAAAAJ,Mario Diaz-Matus de la Parra,CL,True,Mario,de la Parra,1,male,871
Hz3CgzEAAAAJ,Teresa Castro Castro,CL,True,Teresa,Castro,0.99,female,186
lz-nevQAAAAJ,FRANCISCA AGUIRRE CORREA,CL,True,Francisca,Correa,0.98,female,1076
p3VQT-QAAAAJ,Belén Fierro Saldaña,CL,True,Belén,Saldaña,0.97,female,92
q0IOUywAAAAJ,Miguel Urrea-Benavides,CL,True,Miguel,Urrea-Benavides,0.99,male,1055
u9hJCHEAAAAJ,Ivanna Martinez,CL,True,Ivanna,Martinez,0.95,female,19
Qto5714AAAAJ,Alejandro Alvarado,CL,True,Alejandro,Alvarado,1,male,1564
yZHLGW8AAAAJ,Ignacio Lobos,CL,True,Ignacio,Lobos,0.99,male,874
AcxoBb4AAAAJ,Jorge Sepúlveda-Velásquez,CL,True,Jorge,Sepúlveda-Velásquez,0.99,male,2344
_U3l9M0AAAAJ,Daniela Méndez-Royo,CL,True,Daniela,Méndez-Royo,0.97,female,1780
lgtV3eAAAAAJ,Carla Flores,CL,True,Carla,Flores,0.97,female,673
yOJqwhIAAAAJ,M.Maribel Vargas Rivas,CL,True,Maribel,Rivas,0.99,female,111
7vhphssAAAAJ,Cari Tusing,CL,True,Cari,Tusing,1,female,7
rA9-vx8AAAAJ,VALERIA DE TORO,CL,True,Valeria,de Toro,0.97,female,456
1iStklMAAAAJ,Ricardo Campos-Espinoza,CL,True,Ricardo,Campos-Espinoza,1,male,1260
lgaOuKwAAAAJ,Silvana A. D'Ottone,CL,True,Silvana,Dottone,0.99,female,146
yy008QEAAAAJ,Felipe Arróspide,CL,True,Felipe,Arróspide,1,male,2439
AydWwf0AAAAJ,Martina Gajardo-Rojas,CL,True,Martina,Gajardo-Rojas,0.96,female,94
lGebIl8AAAAJ,LUIS ANTONIO LOPEZ QUIJADA,CL,True,Luis Antonio,Quijada,1,male,2761
mlFsY5wAAAAJ,Isadora Schneider-Valenzuela,CL,True,Isadora,Schneider-Valenzuela,1,female,6
xvTlABgAAAAJ,Manuel Chong Fuentes,CL,True,Manuel,Fuentes,0.99,male,1164
pF2ccdoAAAAJ,Alejandro Kaminetzky,CL,True,Alejandro,Kaminetzky,1,male,1564
vVJr88sAAAAJ,Joaquín Lazo Sánchez,CL,True,Joaquín,Sánchez,1,male,72
99Z1V5AAAAAJ,Nicolás Esteban Matus,CL,True,Nicolás Esteban,Matus,1,male,4
FDzKFkwAAAAJ,Italo Costa-Roldan,CL,True,Italo,Costa-Roldan,1,male,79
FzylLXIAAAAJ,cristián Eichin,CL,True,Cristián,Eichin,0.99,male,188
LGq5g7gAAAAJ,Liliana Camargo,CL,True,Liliana,Camargo,0.98,female,141
YZNR8FUAAAAJ,ROBERTO SEBASTIAN CARMONA CAMPOS,CL,True,Roberto Sebastian,Campos,1,male,2519
qNUCrRAAAAAJ,Johann Sebastian Benfeld Escobar,CL,True,Johann Sebastian,Escobar,0.99,male,1549
0HsVCl4AAAAJ,Dr. Guido Asencio Gallardo,CL,True,Guido,Gallardo,1,male,56
oJ5PvWYAAAAJ,Sebastián Ormazábal-Latorre,CL,True,Sebastián,Ormazábal-Latorre,1,male,409
yZ-KSIIAAAAJ,Felipe Andrés Zúñiga González,CL,True,Felipe Andrés,González,1,male,36
W_D8fhgAAAAJ,Andrés Ledezma Dames,CL,True,Andrés,Ledezma,1,male,331
FxqhPYoAAAAJ,Karin Barrientos Espinoza,CL,True,Karin,Espinoza,0.99,female,143
v1vfTzgAAAAJ,Andrea Sepúlveda,CL,True,Andrea,Sepúlveda,0.98,female,1292
eGNC7DsAAAAJ,jacqueline espinoza ibacache,CL,True,Jacqueline,Ibacache,0.98,female,339
aq_oO9MAAAAJ,Sandra Verbeke,CL,True,Sandra,Verbeke,0.98,female,571
hFe1BGUAAAAJ,Fernando Pérez Godoy,CL,True,Fernando,Godoy,1,male,1212
VMTf-CYAAAAJ,Francisco Javier Vargas Herrera,CL,True,Francisco Javier,Herrera,1,male,3380
v_L3BAYAAAAJ,Fernando Palacios Galarza,CL,True,Fernando,Palacios,1,male,1212
k4L0SMsAAAAJ,ABHISHAKE KUNDU,CL,True,Abhishake,Kundu,0.98,male,49
9tYclMwAAAAJ,Marta A. Silva Fernandez,CL,True,Marta,Fernandez,0.98,female,198
vJUuYiIAAAAJ,Rodrigo Santibañez,CL,True,Rodrigo,Santibañez,0.99,male,2771
_AY36QoAAAAJ,Cecilia Sabelle Garcés,CL,True,Cecilia,Garcés,0.98,female,680
m774lVUAAAAJ,Shauna Gillooly,CL,True,Shauna,Gillooly,0.93,female,2176
sDCEeREAAAAJ,Pierre Padilla-Huamantinco,CL,True,Padilla,Pierre,0.65,male,48
SYxZGKoAAAAJ,Bárbara Pilar Dumas Feris,CL,True,Bárbara Pilar,Feris,0.99,female,522
lMZPIygAAAAJ,Víctor Sanz Fernández,CL,True,Víctor,Fernández,0.99,male,133
mf9NSbUAAAAJ,Milena Grass,CL,True,Milena,Grass,0.98,female,45
BHDSOx4AAAAJ,Luis U. Medina Uzcátegui,CL,True,Luis,Medina,1,male,2313
LMYEOR4AAAAJ,raúl rodríguez freire,CL,True,Raúl,Freire,1,male,130
nbW8D6oAAAAJ,Josefina Ihnen,CL,True,Josefina,Ihnen,0.99,female,107
gRcyZ2MAAAAJ,MARIA ALEJANDRA VESGA BARON,CL,True,Maria Alejandra,Baron,0.97,female,33
hWDMY2AAAAAJ,Silvia Gómez Suárez,CL,True,Silvia,Suárez,0.98,female,210
H4Pb2B4AAAAJ,Alvaro Peña Fritz,CL,True,Alvaro,Fritz,0.99,male,725
SV99F7kAAAAJ,Juan Zamora,CL,True,Juan,Zamora,1,male,1749
s5BplU4AAAAJ,BRYAN JESTE GONZALEZ NICULCAR,CL,True,Bryan,Gonzalez,1,male,115
H2qDG6gAAAAJ,Ronnie Videla Reyes,CL,True,Ronnie,Reyes,1,male,11
n23WcvwAAAAJ,"Toloza-Villalobos, Jessica",CL,True,Jessica,Toloza-Villalobos,0.96,female,487
tXn5iMoAAAAJ,MARIANA PASCUAL,CL,True,Mariana,Pascual,0.99,female,215
bIaHh6gAAAAJ,Christoffer Löffler,CL,True,Christoffer,Löffler,0.99,male,1956
xbievqEAAAAJ,Marcia Olhaberry Huber,CL,True,Marcia,Olhaberry,0.99,female,178
W_CrprwAAAAJ,Helmut Franken,CL,True,Helmut,Franken,1,male,18
QV6LjDsAAAAJ,Felipe Galarce,CL,True,Felipe,Galarce,1,male,2439
UoGgtnoAAAAJ,Carlos Faundez Urbina,CL,True,Carlos,Urbina,1,male,2782
-Px2fjEAAAAJ,Maite Hernando-Arrese,CL,True,Maite,Hernando-Arrese,0.95,female,66
siIHSUEAAAAJ,Pablo E Torres,CL,True,Pablo,Torres,1,male,2045
Z4tV8JcAAAAJ,Patricia Mercedes Peñaloza Aspe,CL,True,Patricia Mercedes,Peñaloza,0.98,female,1074
_OHG4ccAAAAJ,FERNANDO MONCADA NAHUELQUIN,CL,True,Fernando,Moncada,1,male,1212
6uDi7fcAAAAJ,Christian Henriquez Zuñiga,CL,True,Christian Henriquez,Zuñiga,0.99,male,98
qIN103cAAAAJ,Alexis Sossa Rojas,CL,True,Alexis,Rojas,0.98,male,527
CBbY3kUAAAAJ,Carlos Martínez von Dossow,CL,True,Carlos,von Dossow,1,male,2782
sp4QAP8AAAAJ,Joaquín Palma,CL,True,Joaquín,Palma,1,male,72
-fcvR44AAAAJ,Manuel Méndez,CL,True,Manuel,Méndez,0.99,male,1164
B_8bx9QAAAAJ,Aarón M. Cofré Henríquez,CL,True,Aarón,Henríquez,1,male,6
JsxjnW0AAAAJ,John Charney,CL,True,John,Charney,1,male,181
mmVtWtcAAAAJ,Diego Urbina Miranda,CL,True,Diego,Miranda,1,male,1660
Vq6u5f8AAAAJ,Javier Silva Campino,CL,True,Javier,Silva,1,male,1272
qgxFD8QAAAAJ,María Magdalena Fuentealba,CL,True,María Magdalena,Fuentealba,1,female,5
rYV3MYsAAAAJ,Cristian Calvo Barentin,CL,True,Cristian,Barentin,1,male,2566
AUsThUIAAAAJ,Francisco Briones Castillo,CL,True,Francisco,Castillo,1,male,2108
cpE6TosAAAAJ,Katharina Maria Glas,CL,True,Maria,Glas,0.97,female,654
ZOoJJdoAAAAJ,Miguel López-Espinoza,CL,True,Miguel,López-Espinoza,0.99,male,1055
oVGXnw8AAAAJ,NATALIA BROSSARD,CL,True,Natalia,Brossard,0.97,female,960
qSm5G3EAAAAJ,Germán Vogel,CL,True,Germán,Vogel,1,male,70
57iffZIAAAAJ,Gonzalo De Toro,CL,True,Gonzalo,de Toro,0.99,male,1005
9YgZPuUAAAAJ,Pamela Artacho,CL,True,Pamela,Artacho,0.98,female,922
S1Tu1hEAAAAJ,Gerardo Blanco,CL,True,Gerardo,Blanco,1,male,273
8FhLb64AAAAJ,Carlos Guajardo Vergara,CL,True,Carlos,Vergara,1,male,2782
gS-_3YcAAAAJ,René Barraza,CL,True,René,Barraza,1,male,71
2RUZSXAAAAAJ,Patricio Olmedo,CL,True,Patricio,Olmedo,1,male,1407
tGa3zZUAAAAJ,Claudia Carolina Giovagnoli Vicuña,CL,True,Claudia Carolina,Vicuña,0.97,female,3955
WqiJJGUAAAAJ,Martin Onyeka Okoye,CL,True,Martin,Okoye,1,male,247
ygA8VaEAAAAJ,Carlos A. Sing Long,CL,True,Carlos,Long,1,male,2782
guZUmlYAAAAJ,Alvaro Torres-Aravena,CL,True,Alvaro,Torres-Aravena,0.99,male,725
yxABymsAAAAJ,Ximena Palma-Leal,CL,True,Ximena,Palma-Leal,0.98,female,498
ZUqbVlMAAAAJ,carla aburto,CL,True,Carla,Aburto,0.97,female,673
vb6qhjcAAAAJ,gloria andrea cabello,CL,True,Gloria Andrea,Cabello,1,female,5
qy1bGGMAAAAJ,Francisca P. Diaz,CL,True,Francisca,Diaz,0.98,female,1076
dHzX1KkAAAAJ,Daniel Duclos-Bastías,CL,True,Daniel,Duclos-Bastías,1,male,1613
DhBa89UAAAAJ,Marco S. Bianchi,CL,True,Marco,Bianchi,1,male,621
Pn3EyTIAAAAJ,Edison Atencio,CL,True,Edison,Atencio,0.99,male,67
15YlY74AAAAJ,MARCELA JULIO-PIEPER,CL,True,Marcela,Julio-Pieper,0.98,female,1002
jxbK_a8AAAAJ,Ayan Mukhopadhyay,CL,True,Ayan,Mukhopadhyay,0.72,male,2222
m-ky9QEAAAAJ,PAULINA PAVEZ GUERRERO,CL,True,Paulina,Guerrero,0.98,female,961
pIkG1EoAAAAJ,Edwin G. Pérez,CL,True,Edwin,Pérez,1,male,60
_p0z9GcAAAAJ,Júlio B. Mello,CL,True,Júlio,Mello,0.99,male,1092
lKl7plkAAAAJ,Silvana Roncagliolo de la Horra,CL,True,Silvana,de la Horra,0.99,female,146
Ut1EZQIAAAAJ,Walisson de Souza e Silva,CL,True,Walisson Silva,de Souza,0.62,male,4012
bPcn8kkAAAAJ,Patricio Alejandro Leyton Bongiorno,CL,True,Patricio Alejandro,Leyton,1,male,2971
oaTdWP0AAAAJ,Gloria Valdes,CL,True,Gloria,Valdes,0.98,female,330
emK57CEAAAAJ,Sandra Cano,CL,True,Sandra,Cano,0.98,female,571
qTPeilIAAAAJ,Denis Fuentealba,CL,True,Denis,Fuentealba,0.59,male,44
bsTMXe0AAAAJ,Caroline Brand,CL,True,Caroline,Brand,0.98,female,64
nukHXv0AAAAJ,Kathya Araujo,CL,True,Kathya,Araujo,1,female,4
vrRZUt0AAAAJ,Paula A Zapata Ramírez,CL,True,Paula,Ramírez,0.98,female,919
M378ePQAAAAJ,N. Viaux Maira,CL,True,Viaux,Maira,0.75,female,4
Dakq_KEAAAAJ,Alvaro Castillo-Carniglia,CL,True,Alvaro,Castillo-Carniglia,0.99,male,725
KZ5TMuAAAAAJ,Jose Rodriguez,CL,True,Jose,Rodriguez,0.99,male,1450
pg5LQAEAAAAJ,Karla Pozo,CL,True,Karla,Pozo,0.99,female,361
HSjn1E4AAAAJ,Pablo Augusto Ulloa Poblete,CL,True,Pablo Augusto,Poblete,1,male,2089
WPZiYvQAAAAJ,Helena Nuñez,CL,True,Helena,Nuñez,1,female,13
s1mgbwEAAAAJ,M.A. Sarabia-Vallejos,CL,True,,,,,
Z62eetYAAAAJ,Mohamed Abdelhamid,CL,True,Mohamed,Abdelhamid,1,male,9
2bo3q_oAAAAJ,Jaime Gutierrez,CL,True,Jaime,Gutierrez,1,male,907
g324sLEAAAAJ,Alberto Fritis Puga,CL,True,Alberto,Puga,1,male,309
7ILyMxkAAAAJ,Cristóbal Vivar-Vargas,CL,True,Cristóbal,Vivar-Vargas,1,male,118
6YbeLWEAAAAJ,Diego Jaramillo-Pinto,CL,True,Diego,Jaramillo-Pinto,1,male,1660
EmV0QZwAAAAJ,Josué Martínez,CL,True,Josué,Martínez,1,male,9
aBBgO0MAAAAJ,Fernando Sanhueza,CL,True,Fernando,Sanhueza,1,male,1212
jSqL4BIAAAAJ,Ricardo Salas Letelier,CL,True,Ricardo,Letelier,1,male,1260
jrwMSrQAAAAJ,Cristian Concha,CL,True,Cristian,Concha,1,male,2566
pz4KGKsAAAAJ,Luis Severino,CL,True,Luis,Severino,1,male,2313
-hWFvDEAAAAJ,Mariana Oyarzún Roasenda,CL,True,Mariana,Oyarzún,0.99,female,215
6uUhSREAAAAJ,Luis Balcázar,CL,True,Luis,Balcázar,1,male,2313
Sn1eqywAAAAJ,Alejandro Soto Fuentes,CL,True,Alejandro,Fuentes,1,male,1564
Wb0oL9gAAAAJ,Tito Olavarría A.,CL,True,Tito,Olavarría,1,male,35
a5QmxSIAAAAJ,Juan Paulo Vega Haristoy,CL,True,Juan Paulo,Vega,1,male,14
jMIsmRgAAAAJ,Carolina Palma Medel,CL,True,Carolina,Medel,0.98,female,2204
iopjiDsAAAAJ,Jorge Devia Castro,CL,True,Jorge,Castro,0.99,male,2344
qRcHd0kAAAAJ,Federica Ramírez,CL,True,Federica,Ramírez,0.99,female,23385
uP3c8CkAAAAJ,Denisse Velasquez Barrenechea,CL,True,Denisse,Velasquez,0.96,female,209
wiO9wcsAAAAJ,Francisco Parra,CL,True,Francisco,Parra,1,male,2108
y1JqKc4AAAAJ,Alexander Rojas Aceituno,CL,True,Alexander,Aceituno,1,male,186
IcdMj3YAAAAJ,José Miguel Guzmán Loyola,CL,True,José Miguel,Loyola,0.99,male,1440
fJ9NTTwAAAAJ,Juana Angélica Felipe Fernandes,CL,True,Juana Angélica Felipe,Fernandes,0.95,male,2572
iCX7UeoAAAAJ,Eugenia Beatríz Alvarez Saavedra,CL,True,Eugenia,Saavedra,1,female,85
qke8HAsAAAAJ,Orlando Marcelo Olivares Garrido,CL,True,Orlando Marcelo,Garrido,1,male,1362
-axtmNMAAAAJ,Willy Menacho,CL,True,Willy,Menacho,1,male,31
8uQzv2EAAAAJ,Felipe Pérez Riffo,CL,True,Felipe,Riffo,1,male,2439
F-dgKA0AAAAJ,Felipe Arévalo Viveros,CL,True,Felipe,Viveros,1,male,2439
WXOYg-UAAAAJ,Felipe Dumont,CL,True,Felipe,Dumont,1,male,2439
WLgDej4AAAAJ,Jorge Díaz Matte,CL,True,Jorge,Díaz,0.99,male,2344
_pozQngAAAAJ,Claudio Munoz-Herrera,CL,True,Claudio,Munoz-Herrera,0.99,male,1560
gSE4l04AAAAJ,miguel solis,CL,True,Miguel,Solis,0.99,male,1055
nh4wprsAAAAJ,Danelys Brito Gonzalez,CL,True,Danelys Brito,Gonzalez,0.84,male,246
-5_0gj4AAAAJ,Laura Cristina Rodriguez-Gonzalez,CL,True,Laura Cristina,Rodriguez-Gonzalez,0.97,female,643
COb-EUIAAAAJ,Benjamín Cofré,CL,True,Benjamín,Cofré,1,male,56
DjQYqLgAAAAJ,Magaly Carolina Sandoval Zavala,CL,True,Magaly Carolina,Zavala,0.98,female,2276
Fdlta_YAAAAJ,Alejandro Gómez Sotomayor,CL,True,Alejandro,Sotomayor,1,male,1564
MRzzPEsAAAAJ,Claudio Carvajal-Parodi,CL,True,Claudio,Carvajal-Parodi,0.99,male,1560
QEfPZMQAAAAJ,Angelie Machado,CL,True,Angelie,Machado,0.99,female,320
UkuXST0AAAAJ,Cecilia Cordeu,CL,True,Cecilia,Cordeu,0.98,female,680
kl86YAoAAAAJ,José Domingo Salvo Rivera,CL,True,José Domingo,Rivera,0.99,male,452
lXKmerYAAAAJ,Cristian Valdes,CL,True,Cristian,Valdes,1,male,2566
lY23yTIAAAAJ,Pascuala Valdivia González,CL,True,Pascuala Valdivia,González,0.79,female,53
n3r03AwAAAAJ,Roberto Pérez Castro,CL,True,Roberto,Castro,1,male,986
nZHlZo0AAAAJ,Fernando Fuica,CL,True,Fernando,Fuica,1,male,1212
qLojGs8AAAAJ,Ivonne González San Martín,CL,True,Ivonne Martín,San,0.73,female,220
su9twwsAAAAJ,Ignacio Pezoa,CL,True,Ignacio,Pezoa,0.99,male,874
3bIOb_sAAAAJ,Eduardo Velasquez Parraguez,CL,True,Eduardo,Parraguez,0.99,male,1416
EbboqKwAAAAJ,Atsuko-Galaz Alday,CL,True,Atsuko,Alday,0.97,female,194
FHV1hiUAAAAJ,INELIA VILLALOBOS - ITURRIAGA,CL,True,Inelia,Villalobos,1,female,5
GxkFhGUAAAAJ,Joaquin Marambio,CL,True,Joaquin,Marambio,0.99,male,269
p0aHdbwAAAAJ,Patricio Cerda,CL,True,Patricio,Cerda,1,male,1407
p3mhYhAAAAAJ,Eduardo Cifuentes-Silva,CL,True,Eduardo,Cifuentes-Silva,0.99,male,1416
sn2n3QkAAAAJ,Damian Ruz,CL,True,Damian,Ruz,1,male,53
1HA3QPsAAAAJ,Alex Capuñay,CL,True,Alex,Capuñay,0.98,male,625
6R_ImnUAAAAJ,Alvaro Chacon,CL,True,Alvaro,Chacon,0.99,male,725
GFS6fv4AAAAJ,Franco Jorquera,CL,True,Franco,Jorquera,0.99,male,335
eXTZaMkAAAAJ,Ewald Meyer,CL,True,Ewald,Meyer,0.99,male,695
vKWl1zIAAAAJ,Eduardo Valenzuela-Astudillo,CL,True,Eduardo,Valenzuela-Astudillo,0.99,male,1416
Qpl-WU4AAAAJ,Miguel Angel Reyes Poblete,CL,True,Miguel Reyes,Poblete,0.99,male,1060
_4mRv8kAAAAJ,Francisco Ojeda Güemes,CL,True,Francisco,Ojeda,1,male,2108
IAp21pQAAAAJ,Víctor Tapia Araya,CL,True,Víctor,Araya,0.99,male,133
380eMlsAAAAJ,Melissa Pozatti,CL,True,Melissa,Pozatti,0.96,female,140
M6DbstwAAAAJ,Rodrigo Aguilera Hunt,CL,True,Rodrigo,Aguilera,0.99,male,2771
r_xPhi4AAAAJ,Daniela Cárcamo-Díaz,CL,True,Daniela,Cárcamo-Díaz,0.97,female,1780
utmmAUMAAAAJ,EDDY MORA,CL,True,Eddy,Mora,0.94,male,18
qUlXNnQAAAAJ,Miguel Angel Saltos Rodriguez,CL,True,Miguel,Rodriguez,0.99,male,1055
SWOdQyAAAAAJ,Raquel Rebolledo-Rebolledo,CL,True,Raquel,Rebolledo-Rebolledo,0.98,female,115
XfJSjcsAAAAJ,José Francisco Querales,CL,True,José Francisco,Querales,1,male,10
dDfItrEAAAAJ,Marco Cedeño Viteri,CL,True,Marco,Cedeño,1,male,621
Qp7z9EwAAAAJ,Mauricio Xavier Aguirre Velasco,CL,True,Mauricio Xavier,Velasco,1,male,1381
svnI7gIAAAAJ,Carlos Domínguez Acosta,CL,True,Carlos,Acosta,1,male,2782
v0T6NS8AAAAJ,Davor Ibarra-Pérez,CL,True,Davor,Ibarra-Pérez,0.99,male,1534
vXtXs3EAAAAJ,Juan Pablo Aguirre Álvarez,CL,True,Juan Pablo,Álvarez,1,male,3794
5xL9KF4AAAAJ,David Cortez,CL,True,David,Cortez,1,male,1001
MULna_AAAAAJ,Lilianny Marrero,CL,True,Lilianny,Marrero,0.95,female,19
DzoVfYIAAAAJ,María Consuelo Díaz Pinto,CL,True,María Consuelo,Pinto,0.98,female,286
eaJEdhAAAAAJ,Berta Vizcarra,CL,True,Berta,Vizcarra,1,female,52
GBvqdOoAAAAJ,Carolina Cortés Silva,CL,True,Carolina,Silva,0.98,female,2204
patWL5MAAAAJ,Ian Pérez Ramírez,CL,True,Ian,Ramírez,0.98,male,65
JOwv7boAAAAJ,Limbert Torrez Rodriguez,CL,True,Limbert Torrez,Rodriguez,0.98,male,94
QD451xYAAAAJ,Eduardo Piñones,CL,True,Eduardo,Piñones,0.99,male,1416
n8XEX5UAAAAJ,Joaquín Rivera Zaldívar,CL,True,Joaquín,Rivera,1,male,72
y6-POHAAAAAJ,Ramon Mata,CL,True,Ramon,Mata,1,male,113
z6PXFUwAAAAJ,Patricio Fuentes-Aguilera,CL,True,Patricio,Fuentes-Aguilera,1,male,1407
6RxZQnoAAAAJ,Gabriel Urzúa Vera,CL,True,Gabriel,Vera,1,male,736
LJGI3pwAAAAJ,Diego Pérez Lasserre,CL,True,Diego,Pérez,1,male,1660
khBkoIYAAAAJ,Jorge Torres-Ortega,CL,True,Jorge,Torres-Ortega,0.99,male,2344
9h7Hq6UAAAAJ,Felipe Brevis,CL,True,Felipe,Brevis,1,male,2439
-VcHgBcAAAAJ,Matias Godoy Campbell,CL,True,Matias,Godoy,0.99,male,824
k6qtrPkAAAAJ,Felipe Ruiz Allende,CL,True,Felipe,Allende,1,male,2439
l_FohvkAAAAJ,Carlos Munoz Parra,CL,True,Carlos,Munoz Parra,1,male,2782
ie78OmcAAAAJ,Jose M. Cabezas,CL,True,Jose,Cabezas,0.99,male,1450
6IeZSCcAAAAJ,Patricio Galdames,CL,True,Patricio,Galdames,1,male,1407
jWve0usAAAAJ,Yrina Vera-Damián,CL,True,Yrina,Vera-Damián,0.98,female,49
762EqXcAAAAJ,Sandro Maino Ansaldo,CL,True,Sandro,Ansaldo,1,male,31
1gzKBnIAAAAJ,Felipe Torres-Rojas,CL,True,Felipe,Torres-Rojas,1,male,2439
fHAtcFQAAAAJ,Adriana Lozada Piña,CL,True,Adriana,Piña,0.96,female,164
FusGT1oAAAAJ,Rodrigo Goycolea Martinic,CL,True,Rodrigo,Goycolea,0.99,male,2771
-X-SljIAAAAJ,Jairo E. Lucero P.,CL,True,Jairo,Lucero,0.98,male,44
ElDeEj8AAAAJ,Flavio De Barbieri,CL,True,Flavio,de Barbieri,0.98,male,55
DYvjCYcAAAAJ,ITALO ANDRES MARCHIONI CHOQUE,CL,True,Italo Andres,Choque,1,male,1055
kJWlbU0AAAAJ,Daniela Soto Madrid,CL,True,Daniela,Madrid,0.97,female,1780
GpyzdtcAAAAJ,JONATAN VIGNATTI,CL,True,Jonatan,Vignatti,1,male,35
V1utECoAAAAJ,RESHMI BISWAS,CL,True,Reshmi,Biswas,0.98,female,392
C140psAAAAAJ,Ismael Henriquez,CL,True,Ismael,Henriquez,0.99,male,121
eC6_GxQAAAAJ,Patrícia de Carvalho Ribeiro,CL,True,Patrícia Ribeiro,de Carvalho,0.9,female,5865
iJWpEMkAAAAJ,Yennyfer Arancibia,CL,True,Yennyfer,Arancibia,1,female,3
mkCmycgAAAAJ,Maria Celina Malebran,CL,True,Maria Celina,Malebran,0.97,female,661
kAqkOw0AAAAJ,Maria Cecilia Ramos Araya,CL,True,Maria Cecilia,Araya,0.98,female,1334
Q9ilmlQAAAAJ,Rhoddy Viveros Muñoz,CL,True,Rhoddy Viveros,Muñoz,0.81,male,21
DbFzbKAAAAAJ,Sebastián Carrasco Soto,CL,True,Sebastián,Soto,1,male,409
DgANwRwAAAAJ,Juan José Fuentes,CL,True,Juan José,Fuentes,1,male,45
U8myVecAAAAJ,Mauricio S. Barrientos,CL,True,Mauricio,Barrientos,1,male,1359
gYyGFOMAAAAJ,victoria cabello,CL,True,Victoria,Cabello,0.97,female,340
nyAz5GYAAAAJ,Torres RF,CL,True,Rf,Torres,0.82,male,171
7_f8WjsAAAAJ,Alejandra Vergara,CL,True,Alejandra,Vergara,0.98,female,1200
-3IDz4wAAAAJ,Claudio Figueroa Gaete,CL,True,Claudio,Gaete,0.99,male,1560
DUh59XEAAAAJ,Gabriel Inostroza Villanueva,CL,True,Gabriel,Villanueva,1,male,736
K4NVJikAAAAJ,Javier Castro Arcos,CL,True,Javier,Arcos,1,male,1272
VkuxYcwAAAAJ,Mariana Perry,CL,True,Mariana,Perry,0.99,female,215
Gms6wMMAAAAJ,Francisca Justel,CL,True,Francisca,Justel,0.98,female,1076
dJYlgQgAAAAJ,Johnny Wladimir Rengifo Santana (ORCID: 0000-0003-3187-3253),CL,True,Johnny Wladimir,Santana,1,male,139
njbGPOYAAAAJ,"Lima-Dias, C",CL,True,Lima-Dias,C,0.58,male,2741
9-F0ZOcAAAAJ,Andrés Arriagada Romero,CL,True,Andrés,Romero,1,male,331
pAAdhuoAAAAJ,Andrés Scherer,CL,True,Andrés,Scherer,1,male,331
O7dQdTQAAAAJ,Luis Adrián Lizama Pérez,CL,True,Luis Adrián,Pérez,1,male,2333
WG7Eq1AAAAAJ,braulio navarro,CL,True,Braulio,Navarro,1,male,71
ziG_8_cAAAAJ,Sandra Rojas,CL,True,Sandra,Rojas,0.98,female,571
5c2i-VsAAAAJ,Mariana I. Paludi,CL,True,Mariana,Paludi,0.99,female,215
kOdORB0AAAAJ,Diego Yáñez,CL,True,Diego,Yáñez,1,male,1660
qeQmA5sAAAAJ,Veronica Torres-Estay,CL,True,Veronica,Torres-Estay,0.98,female,511
WAp-oooAAAAJ,Mauricio Pradena-Miquel,CL,True,Mauricio,Pradena-Miquel,1,male,1359
OCf_k9AAAAAJ,Gonzalo Avaria,CL,True,Gonzalo,Avaria,0.99,male,1005
kFHaW6wAAAAJ,Kenneth Bunker,CL,True,Kenneth,Bunker,1,male,17
wfGv3vIAAAAJ,Matías Medina González,CL,True,Matías,González,1,male,183
zG-O15UAAAAJ,Luis Inzunza,CL,True,Luis,Inzunza,1,male,2313
